Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
13879,646,1,395.5,1,1,2,Lost
13880,21,17,4293.86,4,5,5,Champions
13881,4,51,44392.5,5,5,5,Champions
13882,3,6,1131.28,5,4,3,Loyal Customers
13883,1,26,6342.74,5,5,5,Champions
13884,7,14,1788.93,5,5,4,Champions
13885,189,2,506.8,2,2,2,Lost
13886,71,1,243.56,3,1,1,Others
13887,204,1,349.55,2,1,2,Lost
13888,120,7,2001.59,3,4,4,Loyal Customers
13889,93,8,1855.73,3,4,4,Loyal Customers
13890,1,22,2858.73,5,5,5,Champions
13891,378,3,859.21,2,3,3,At Risk
13892,27,6,1267.65,4,4,4,Champions
13893,298,1,821.1,2,1,3,Cannot Lose Them
13894,22,5,535.97,4,3,2,Others
13895,21,8,3923.62,4,4,5,Champions
13896,626,1,388.55,1,1,2,Lost
13897,50,3,1160.72,4,3,3,Loyal Customers
13898,326,2,686.4,2,2,3,Cannot Lose Them
13899,16,2,388.52,5,2,2,New Promising
13900,183,7,1608.09,3,4,4,Loyal Customers
13901,72,20,5599.34,3,5,5,Loyal Customers
13902,632,8,30411.26,1,4,5,At Risk
13903,400,1,165.45,2,1,1,Lost
13904,37,2,332.64,4,2,2,New Promising
13905,571,3,244.45,1,3,1,At Risk
13906,409,1,42.0,1,1,1,Lost
13907,692,1,136.8,1,1,1,Lost
13908,80,5,2347.05,3,3,4,Loyal Customers
13909,423,2,282.85,1,2,2,Lost
13911,57,22,4200.04,4,5,5,Champions
13912,424,1,124.95,1,1,1,Lost
13913,507,1,42.22,1,1,1,Lost
13914,4,3,613.95,5,3,3,Loyal Customers
13915,394,2,31.2,2,2,1,Lost
13916,464,5,1260.51,1,3,4,At Risk
13917,50,2,272.04,4,2,1,New Promising
13918,50,2,1212.84,4,2,4,New Promising
13919,53,5,1326.03,4,3,4,Loyal Customers
13920,432,5,1734.88,1,3,4,At Risk
13921,399,5,720.75,2,3,3,At Risk
13922,352,5,824.7,2,3,3,At Risk
13923,54,1,351.13,4,1,2,New Promising
13924,2,11,1682.08,5,5,4,Champions
13925,36,6,616.65,4,4,3,Loyal Customers
13926,23,1,223.85,4,1,1,New Promising
13927,75,3,689.96,3,3,3,Loyal Customers
13928,11,4,464.57,5,3,2,Others
13929,169,14,3318.1,3,5,5,Loyal Customers
13930,58,2,337.34,3,2,2,Others
13931,86,12,5250.78,3,5,5,Loyal Customers
13932,295,1,307.4,2,1,2,Lost
13933,109,2,608.79,3,2,3,Others
13934,264,1,922.1,2,1,3,Cannot Lose Them
13935,597,3,6116.92,1,3,5,At Risk
13936,171,4,924.36,3,3,3,Loyal Customers
13937,169,3,867.38,3,3,3,Loyal Customers
13938,35,1,71.66,4,1,1,New Promising
13939,23,10,1533.66,4,4,4,Champions
13940,17,4,839.14,5,3,3,Loyal Customers
13941,22,17,9826.63,4,5,5,Champions
13942,535,1,320.0,1,1,2,Lost
13943,578,1,246.54,1,1,1,Lost
13944,653,1,200.43,1,1,1,Lost
13945,395,2,854.15,2,2,3,Cannot Lose Them
13946,79,7,1745.43,3,4,4,Loyal Customers
13947,65,1,90.6,3,1,1,Others
13948,361,5,536.86,2,3,2,At Risk
13949,3,6,2427.32,5,4,4,Champions
13950,11,5,728.56,5,3,3,Loyal Customers
13951,176,3,674.45,3,3,3,Loyal Customers
13952,211,17,12790.89,2,5,5,At Risk
13953,7,12,6640.68,5,5,5,Champions
13954,2,3,378.59,5,3,2,Others
13955,154,3,544.07,3,3,2,Others
13956,5,5,1019.27,5,3,3,Loyal Customers
13957,418,3,458.25,1,3,2,At Risk
13958,372,12,4504.78,2,5,5,At Risk
13959,79,6,1064.77,3,4,3,Loyal Customers
13960,21,2,230.22,4,2,1,New Promising
13961,385,2,498.7,2,2,2,Lost
13962,22,3,362.8,4,3,2,Others
13963,308,18,2748.32,2,5,4,At Risk
13964,387,3,421.9,2,3,2,At Risk
13965,455,5,777.66,1,3,3,At Risk
13966,435,1,384.26,1,1,2,Lost
13967,146,2,166.3,3,2,1,Others
13968,423,1,123.66,1,1,1,Lost
13969,7,39,12820.36,5,5,5,Champions
13970,386,2,846.55,2,2,3,Cannot Lose Them
13971,9,18,4593.83,5,5,5,Champions
13972,71,2,190.25,3,2,1,Others
13973,287,1,264.7,2,1,1,Lost
13974,49,4,663.52,4,3,3,Loyal Customers
13975,31,14,5224.85,4,5,5,Champions
13976,207,4,1192.36,2,3,4,At Risk
13977,411,1,519.81,1,1,2,Lost
13978,15,2,196.79,5,2,1,New Promising
13979,73,11,3290.53,3,5,5,Loyal Customers
13980,60,9,722.02,3,4,3,Loyal Customers
13981,401,2,327.39,2,2,2,Lost
13982,39,13,3927.49,4,5,5,Champions
13983,30,30,6638.85,4,5,5,Champions
13984,27,13,1461.32,4,5,4,Champions
13985,4,24,9982.31,5,5,5,Champions
13986,17,1,320.46,5,1,2,New Promising
13987,380,2,682.54,2,2,3,Cannot Lose Them
13988,20,11,4708.64,4,5,5,Champions
13989,66,5,2026.06,3,3,4,Loyal Customers
13990,213,1,311.3,2,1,2,Lost
13991,12,7,847.54,5,4,3,Loyal Customers
13992,30,3,219.5,4,3,1,Others
13993,32,24,6690.36,4,5,5,Champions
13994,4,6,2274.14,5,4,4,Champions
13995,15,18,3836.26,5,5,5,Champions
13996,386,2,895.76,2,2,3,Cannot Lose Them
13997,519,3,376.46,1,3,2,At Risk
13998,447,3,566.7,1,3,2,At Risk
13999,10,36,9438.01,5,5,5,Champions
14000,206,8,1877.59,2,4,4,At Risk
14001,46,10,4216.1,4,4,5,Champions
14002,134,2,529.73,3,2,2,Others
14003,733,1,209.41,1,1,1,Lost
14004,43,11,6258.45,4,5,5,Champions
14005,10,5,2874.72,5,3,5,Loyal Customers
14006,116,7,2196.67,3,4,4,Loyal Customers
14007,513,1,79.48,1,1,1,Lost
14008,375,2,493.74,2,2,2,Lost
14009,198,4,1090.23,2,3,3,At Risk
14010,565,3,288.1,1,3,2,At Risk
14011,480,3,451.92,1,3,2,At Risk
14012,278,1,328.8,2,1,2,Lost
14013,110,6,1006.22,3,4,3,Loyal Customers
14014,77,3,1948.21,3,3,4,Loyal Customers
14015,53,1,917.34,4,1,3,New Promising
14016,154,13,11379.71,3,5,5,Loyal Customers
14017,571,1,229.75,1,1,1,Lost
14018,645,1,367.15,1,1,2,Lost
14019,47,4,1398.96,4,3,4,Loyal Customers
14020,17,5,1213.26,5,3,4,Loyal Customers
14021,155,7,1716.58,3,4,4,Loyal Customers
14022,225,2,792.15,2,2,3,Cannot Lose Them
14023,7,2,584.07,5,2,2,New Promising
14024,122,3,645.74,3,3,3,Loyal Customers
14025,465,10,3969.1,1,4,5,At Risk
14026,471,2,713.11,1,2,3,Cannot Lose Them
14027,61,1,104.82,3,1,1,Others
14028,499,5,3175.5,1,3,5,At Risk
14029,63,2,467.66,3,2,2,Others
14030,18,22,7405.1,5,5,5,Champions
14031,7,55,36048.26,5,5,5,Champions
14032,2,25,4482.21,5,5,5,Champions
14033,555,1,109.44,1,1,1,Lost
14034,22,4,509.09,4,3,2,Others
14035,29,11,2790.5,4,5,4,Champions
14036,285,1,626.65,2,1,3,Cannot Lose Them
14037,176,7,755.95,3,4,3,Loyal Customers
14038,78,8,3000.93,3,4,5,Loyal Customers
14039,33,2,267.28,4,2,1,New Promising
14040,41,42,12336.08,4,5,5,Champions
14041,266,1,141.41,2,1,1,Lost
14042,725,1,431.98,1,1,2,Lost
14043,491,3,299.65,1,3,2,At Risk
14044,27,11,3060.75,4,5,5,Champions
14045,109,19,9334.23,3,5,5,Loyal Customers
14046,284,1,154.99,2,1,1,Lost
14047,9,19,3881.11,5,5,5,Champions
14048,277,4,713.89,2,3,3,At Risk
14049,17,18,12848.4,5,5,5,Champions
14050,32,2,746.36,4,2,3,New Promising
14051,1,42,21441.48,5,5,5,Champions
14052,20,2,466.66,4,2,2,New Promising
14053,124,4,572.3,3,3,2,Others
14054,65,1,92.46,3,1,1,Others
14055,106,3,1520.96,3,3,4,Loyal Customers
14056,1,29,8062.46,5,5,5,Champions
14057,24,23,8276.1,4,5,5,Champions
14058,463,2,469.19,1,2,2,Lost
14059,267,1,183.6,2,1,1,Lost
14060,5,32,8882.3,5,5,5,Champions
14061,507,3,917.43,1,3,3,At Risk
14062,10,27,25416.28,5,5,5,Champions
14064,29,21,2967.57,4,5,5,Champions
14065,389,4,889.37,2,3,3,At Risk
14066,267,1,152.55,2,1,1,Lost
14067,64,2,374.7,3,2,2,Others
14068,320,5,1493.32,2,3,4,At Risk
14069,515,2,225.81,1,2,1,Lost
14070,685,1,321.6,1,1,2,Lost
14071,4,9,1306.16,5,4,4,Champions
14072,667,1,390.85,1,1,2,Lost
14073,21,2,139.54,4,2,1,New Promising
14074,623,1,219.4,1,1,1,Lost
14075,5,6,1734.87,5,4,4,Champions
14076,129,1,118.67,3,1,1,Others
14077,41,6,615.08,4,4,3,Loyal Customers
14078,102,9,1553.47,3,4,4,Loyal Customers
14079,125,2,618.73,3,2,3,Others
14080,33,6,1075.73,4,4,3,Loyal Customers
14081,267,16,4747.52,2,5,5,At Risk
14082,365,2,413.36,2,2,2,Lost
14083,4,11,1082.19,5,5,3,Loyal Customers
14084,512,1,150.5,1,1,1,Lost
14085,2,34,9707.92,5,5,5,Champions
14086,463,1,39.95,1,1,1,Lost
14087,3,5,786.72,5,3,3,Loyal Customers
14088,10,20,62400.02,5,5,5,Champions
14089,57,1,158.75,4,1,1,New Promising
14090,325,1,76.32,2,1,1,Lost
14091,654,2,9530.08,1,2,5,Cannot Lose Them
14092,8,27,7215.64,5,5,5,Champions
14093,12,1,433.86,5,1,2,New Promising
14094,440,2,310.82,1,2,2,Lost
14095,723,1,2.95,1,1,1,Lost
14096,4,34,57120.91,5,5,5,Champions
14097,481,2,422.86,1,2,2,Lost
14098,37,1,147.35,4,1,1,New Promising
14099,16,22,5685.71,5,5,5,Champions
14100,138,1,191.95,3,1,1,Others
14101,74,14,9942.13,3,5,5,Loyal Customers
14102,5,8,1060.33,5,4,3,Loyal Customers
14104,155,5,743.53,3,3,3,Loyal Customers
14105,85,9,5703.98,3,4,5,Loyal Customers
14106,737,1,214.8,1,1,1,Lost
14107,52,13,4853.7,4,5,5,Champions
14108,31,5,1041.21,4,3,3,Loyal Customers
14109,23,2,80.2,4,2,1,New Promising
14110,4,35,12957.6,5,5,5,Champions
14111,14,5,688.6,5,3,3,Loyal Customers
14112,23,27,5524.51,4,5,5,Champions
14113,4,31,6156.75,5,5,5,Champions
14114,274,7,1364.09,2,4,4,At Risk
14115,502,2,622.67,1,2,3,Cannot Lose Them
14116,20,5,1382.74,4,3,4,Loyal Customers
14117,144,1,90.0,3,1,1,Others
14118,429,1,458.45,1,1,2,Lost
14119,354,3,163.47,2,3,1,At Risk
14121,4,6,2740.3,5,4,4,Champions
14122,395,5,309.77,2,3,2,At Risk
14123,733,1,436.18,1,1,2,Lost
14124,84,1,419.58,3,1,2,Others
14125,11,3,2720.63,5,3,4,Loyal Customers
14126,8,5,1109.96,5,3,3,Loyal Customers
14127,123,6,1900.08,3,4,4,Loyal Customers
14128,61,4,909.36,3,3,3,Loyal Customers
14129,2,9,2591.34,5,4,4,Champions
14130,319,4,1858.77,2,3,4,At Risk
14131,649,1,168.22,1,1,1,Lost
14132,2,12,3580.13,5,5,5,Champions
14133,130,6,895.84,3,4,3,Loyal Customers
14134,383,15,11123.35,2,5,5,At Risk
14135,2,25,8800.8,5,5,5,Champions
14136,401,7,1553.96,2,4,4,At Risk
14137,682,2,294.1,1,2,2,Lost
14138,2,2,965.88,5,2,3,New Promising
14139,46,4,1086.8,4,3,3,Loyal Customers
14140,4,3,920.05,5,3,3,Loyal Customers
14141,3,6,879.03,5,4,3,Loyal Customers
14142,373,4,655.94,2,3,3,At Risk
14143,134,1,115.8,3,1,1,Others
14144,486,1,30.6,1,1,1,Lost
14145,47,8,7006.05,4,4,5,Champions
14146,9,13,8208.87,5,5,5,Champions
14147,49,12,2019.3,4,5,4,Champions
14148,234,2,466.29,2,2,2,Lost
14149,213,3,259.43,2,3,1,At Risk
14150,36,2,658.64,4,2,3,New Promising
14151,673,3,666.7,1,3,3,At Risk
14152,75,9,1975.44,3,4,4,Loyal Customers
14153,483,1,233.4,1,1,1,Lost
14154,239,10,6263.6,2,4,5,At Risk
14155,266,1,118.75,2,1,1,Lost
14156,10,202,296063.44,5,5,5,Champions
14157,20,6,946.24,4,4,3,Loyal Customers
14158,40,1,507.66,4,1,2,New Promising
14159,20,25,7494.67,4,5,5,Champions
14160,610,7,8421.47,1,4,5,At Risk
14161,216,7,2996.93,2,4,5,At Risk
14162,174,2,289.36,3,2,2,Others
14163,87,5,2594.62,3,3,4,Loyal Customers
14164,71,2,1631.77,3,2,4,Others
14165,276,1,120.44,2,1,1,Lost
14166,505,2,251.15,1,2,1,Lost
14167,39,8,1274.29,4,4,4,Champions
14168,421,3,305.9,1,3,2,At Risk
14169,431,2,621.51,1,2,3,Cannot Lose Them
14170,375,3,570.18,2,3,2,At Risk
14171,98,2,498.79,3,2,2,Others
14172,605,4,356.27,1,3,2,At Risk
14173,11,7,566.95,5,4,2,Others
14174,33,1,134.46,4,1,1,New Promising
14175,51,17,7350.44,4,5,5,Champions
14176,297,6,753.56,2,4,3,At Risk
14177,85,14,2204.74,3,5,4,Loyal Customers
14178,9,7,1600.26,5,4,4,Champions
14179,41,2,701.57,4,2,3,New Promising
14180,11,42,5909.0,5,5,5,Champions
14181,411,2,308.35,1,2,2,Lost
14182,444,5,660.07,1,3,3,At Risk
14183,411,2,278.34,1,2,2,Lost
14184,67,1,452.89,3,1,2,Others
14185,331,1,197.65,2,1,1,Lost
14186,427,5,1550.63,1,3,4,At Risk
14187,474,1,123.5,1,1,1,Lost
14188,9,10,2018.91,5,4,4,Champions
14189,2,25,5453.38,5,5,5,Champions
14190,666,1,79.9,1,1,1,Lost
14191,2,17,4713.41,5,5,5,Champions
14192,388,1,293.74,2,1,2,Lost
14193,68,3,1210.19,3,3,4,Loyal Customers
14194,5,54,18442.87,5,5,5,Champions
14195,202,10,2381.24,2,4,4,At Risk
14196,107,1,335.52,3,1,2,Others
14197,411,1,390.05,1,1,2,Lost
14198,4,13,1527.58,5,5,4,Champions
14199,218,6,916.5,2,4,3,At Risk
14200,617,1,379.2,1,1,2,Lost
14201,60,12,1134.14,3,5,3,Loyal Customers
14202,381,3,847.76,2,3,3,At Risk
14203,397,1,339.34,2,1,2,Lost
14204,2,4,1024.83,5,3,3,Loyal Customers
14205,11,12,2146.58,5,5,4,Champions
14206,239,5,1145.21,2,3,3,At Risk
14207,688,1,157.8,1,1,1,Lost
14208,95,2,567.05,3,2,2,Others
14209,11,19,4937.37,5,5,5,Champions
14210,91,21,5509.37,3,5,5,Loyal Customers
14211,53,26,4301.69,4,5,5,Champions
14212,90,2,2190.14,3,2,4,Others
14214,31,7,1000.23,4,4,3,Loyal Customers
14215,12,10,3238.53,5,4,5,Champions
14216,3,6,2142.39,5,4,4,Champions
14217,2,33,3105.52,5,5,5,Champions
14218,43,1,169.48,4,1,1,New Promising
14219,4,3,633.83,5,3,3,Loyal Customers
14220,247,4,1515.0,2,3,4,At Risk
14221,42,19,6506.59,4,5,5,Champions
14222,177,1,683.17,3,1,3,Others
14223,92,4,975.23,3,3,3,Loyal Customers
14224,110,9,1841.71,3,4,4,Loyal Customers
14225,435,5,2009.17,1,3,4,At Risk
14226,29,9,2950.38,4,4,5,Champions
14227,26,22,6327.31,4,5,5,Champions
14228,438,3,745.5,1,3,3,At Risk
14229,52,11,2468.99,4,5,4,Champions
14230,436,3,979.8,1,3,3,At Risk
14231,179,6,1131.97,3,4,3,Loyal Customers
14232,32,8,2043.93,4,4,4,Champions
14233,44,10,2766.96,4,4,4,Champions
14234,22,4,754.12,4,3,3,Loyal Customers
14235,10,10,4666.99,5,4,5,Champions
14236,81,7,1543.44,3,4,4,Loyal Customers
14237,373,3,466.04,2,3,2,At Risk
14238,326,3,434.23,2,3,2,At Risk
14239,43,24,4203.72,4,5,5,Champions
14240,30,3,1247.49,4,3,4,Loyal Customers
14241,184,2,333.7,2,2,2,Lost
14242,235,2,280.55,2,2,2,Lost
14243,9,23,7152.06,5,5,5,Champions
14244,659,2,354.82,1,2,2,Lost
14245,176,5,1677.48,3,3,4,Loyal Customers
14246,111,3,1474.06,3,3,4,Loyal Customers
14247,278,6,750.61,2,4,3,At Risk
14248,318,3,1032.95,2,3,3,At Risk
14249,411,12,5400.46,1,5,5,At Risk
14250,7,3,1904.05,5,3,4,Loyal Customers
14251,2,5,2879.7,5,3,5,Loyal Customers
14252,381,1,350.99,2,1,2,Lost
14253,493,2,363.4,1,2,2,Lost
14254,433,1,601.03,1,1,3,Cannot Lose Them
14256,254,9,2384.14,2,4,4,At Risk
14257,51,10,5942.0,4,4,5,Champions
14258,9,32,31027.35,5,5,5,Champions
14259,142,1,120.0,3,1,1,Others
14260,471,3,824.28,1,3,3,At Risk
14261,51,2,1163.45,4,2,3,New Promising
14262,8,8,2618.23,5,4,4,Champions
14263,423,1,322.93,1,1,2,Lost
14264,155,8,1475.86,3,4,4,Loyal Customers
14265,109,4,1373.35,3,3,4,Loyal Customers
14266,428,1,40.56,1,1,1,Lost
14267,151,9,1259.19,3,4,4,Loyal Customers
14268,471,1,354.85,1,1,2,Lost
14269,435,2,261.68,1,2,1,Lost
14270,332,1,492.65,2,1,2,Lost
14271,226,2,214.18,2,2,1,Lost
14272,74,4,920.81,3,3,3,Loyal Customers
14273,51,4,559.97,4,3,2,Others
14274,686,1,256.6,1,1,1,Lost
14275,396,6,1189.38,2,4,4,At Risk
14276,88,13,1929.32,3,5,4,Loyal Customers
14277,15,14,4296.27,5,5,5,Champions
14278,410,1,205.83,1,1,1,Lost
14279,521,2,191.86,1,2,1,Lost
14280,197,1,134.04,2,1,1,Lost
14281,408,1,245.15,1,1,1,Lost
14282,3,26,7245.76,5,5,5,Champions
14283,463,4,628.44,1,3,3,At Risk
14284,31,4,1282.85,4,3,4,Loyal Customers
14285,21,9,3158.64,4,4,5,Champions
14286,24,12,8396.7,4,5,5,Champions
14287,8,4,151.23,5,3,1,Others
14288,212,2,413.85,2,2,2,Lost
14289,9,6,911.26,5,4,3,Loyal Customers
14290,11,14,4208.93,5,5,5,Champions
14291,2,25,7844.4,5,5,5,Champions
14292,8,27,8887.9,5,5,5,Champions
14293,3,10,2809.41,5,4,4,Champions
14294,407,1,375.34,2,1,2,Lost
14295,40,8,2316.06,4,4,4,Champions
14296,414,3,448.45,1,3,2,At Risk
14297,18,6,1284.06,5,4,4,Champions
14298,3,84,90489.31,5,5,5,Champions
14299,8,41,12607.53,5,5,5,Champions
14300,19,1,43.2,4,1,1,New Promising
14301,108,7,1956.23,3,4,4,Loyal Customers
14302,431,3,742.9,1,3,3,At Risk
14303,407,2,277.94,2,2,2,Lost
14304,223,5,1523.81,2,3,4,At Risk
14305,71,5,1803.76,3,3,4,Loyal Customers
14306,51,7,3141.5,4,4,5,Champions
14307,89,11,4279.97,3,5,5,Loyal Customers
14309,8,12,3747.96,5,5,5,Champions
14310,433,1,492.1,1,1,2,Lost
14311,225,3,435.9,2,3,2,At Risk
14312,47,11,3090.29,4,5,5,Champions
14314,107,3,221.9,3,3,1,Others
14315,21,10,3168.72,4,4,5,Champions
14316,422,6,1355.34,1,4,4,At Risk
14317,65,1,508.58,3,1,2,Others
14318,460,1,158.02,1,1,1,Lost
14319,424,2,476.95,1,2,2,Lost
14320,207,7,1204.12,2,4,4,At Risk
14321,11,8,2198.58,5,4,4,Champions
14322,427,6,384.3,1,4,2,At Risk
14323,115,4,574.26,3,3,2,Others
14324,410,2,701.61,1,2,3,Cannot Lose Them
14325,570,1,245.48,1,1,1,Lost
14326,235,4,923.98,2,3,3,At Risk
14327,163,6,1894.93,3,4,4,Loyal Customers
14329,9,28,9695.92,5,5,5,Champions
14330,624,1,200.63,1,1,1,Lost
14331,124,2,462.66,3,2,2,Others
14332,23,5,1917.41,4,3,4,Loyal Customers
14333,64,2,351.45,3,2,2,Others
14334,17,14,4292.98,5,5,5,Champions
14335,16,2,454.86,5,2,2,New Promising
14336,17,4,1614.91,5,3,4,Loyal Customers
14338,158,5,894.1,3,3,3,Loyal Customers
14339,235,5,600.66,2,3,3,At Risk
14340,219,1,134.7,2,1,1,Lost
14341,45,20,4428.17,4,5,5,Champions
14342,21,9,842.74,4,4,3,Loyal Customers
14343,421,4,1079.66,1,3,3,At Risk
14344,127,20,2993.05,3,5,5,Loyal Customers
14345,39,1,108.98,4,1,1,New Promising
14346,121,5,2315.75,3,3,4,Loyal Customers
14347,737,1,82.6,1,1,1,Lost
14348,260,1,409.57,2,1,2,Lost
14349,10,1,133.5,5,1,1,New Promising
14350,271,4,947.8,2,3,3,At Risk
14351,165,1,51.0,3,1,1,Others
14352,157,4,1078.96,3,3,3,Loyal Customers
14353,215,3,376.5,2,3,2,At Risk
14354,6,2,163.62,5,2,1,New Promising
14355,366,3,840.05,2,3,3,At Risk
14356,60,4,666.94,3,3,3,Loyal Customers
14357,43,1,225.12,4,1,1,New Promising
14358,389,3,384.3,2,3,2,At Risk
14359,19,6,882.58,4,4,3,Loyal Customers
14360,32,4,2118.03,4,3,4,Loyal Customers
14361,579,1,214.71,1,1,1,Lost
14362,22,1,151.5,4,1,1,New Promising
14363,402,2,227.47,2,2,1,Lost
14364,109,8,3717.35,3,4,5,Loyal Customers
14365,395,2,634.68,2,2,3,Cannot Lose Them
14366,525,1,136.0,1,1,1,Lost
14367,8,19,9134.12,5,5,5,Champions
14368,320,1,155.0,2,1,1,Lost
14369,642,2,469.13,1,2,2,Lost
14370,451,9,1092.13,1,4,3,At Risk
14371,295,1,100.5,2,1,1,Lost
14372,443,3,830.18,1,3,3,At Risk
14373,358,1,76.55,2,1,1,Lost
14374,541,1,108.0,1,1,1,Lost
14375,185,3,1106.82,2,3,3,At Risk
14376,683,1,215.46,1,1,1,Lost
14377,191,2,617.05,2,2,3,Cannot Lose Them
14378,622,1,131.25,1,1,1,Lost
14379,44,4,1265.16,4,3,4,Loyal Customers
14381,52,2,625.94,4,2,3,New Promising
14382,26,3,1187.68,4,3,3,Loyal Customers
14383,38,3,1247.69,4,3,4,Loyal Customers
14384,501,1,58.5,1,1,1,Lost
14385,9,3,202.11,5,3,1,Others
14386,297,1,142.4,2,1,1,Lost
14387,33,3,1727.6,4,3,4,Loyal Customers
14388,9,20,6289.95,5,5,5,Champions
14389,9,11,1821.07,5,5,4,Champions
14390,10,18,6079.48,5,5,5,Champions
14391,577,1,135.6,1,1,1,Lost
14392,432,1,266.4,1,1,1,Lost
14393,218,1,67.95,2,1,1,Lost
14394,565,1,93.8,1,1,1,Lost
14395,2,24,7754.73,5,5,5,Champions
14396,65,7,1969.38,3,4,4,Loyal Customers
14397,1,23,2556.68,5,5,4,Champions
14398,401,2,707.79,2,2,3,Cannot Lose Them
14399,394,9,2093.21,2,4,4,At Risk
14400,141,5,1703.0,3,3,4,Loyal Customers
14401,4,25,6703.4,5,5,5,Champions
14402,652,1,285.6,1,1,2,Lost
14403,130,9,1822.76,3,4,4,Loyal Customers
14404,34,15,2625.13,4,5,4,Champions
14405,387,1,195.0,2,1,1,Lost
14406,119,1,156.75,3,1,1,Others
14407,107,9,2111.08,3,4,4,Loyal Customers
14408,11,11,4102.27,5,5,5,Champions
14409,71,10,3276.09,3,4,5,Loyal Customers
14410,16,17,2105.08,5,5,4,Champions
14411,311,1,1063.0,2,1,3,Cannot Lose Them
14412,35,4,1417.49,4,3,4,Loyal Customers
14413,362,4,764.52,2,3,3,At Risk
14414,92,9,2387.48,3,4,4,Loyal Customers
14415,1,32,11803.62,5,5,5,Champions
14416,22,2,490.22,4,2,2,New Promising
14417,388,1,524.65,2,1,2,Lost
14418,4,3,1937.25,5,3,4,Loyal Customers
14419,11,7,1254.64,5,4,4,Champions
14420,85,7,1627.72,3,4,4,Loyal Customers
14421,57,7,2456.62,4,4,4,Champions
14422,1,21,10200.92,5,5,5,Champions
14423,218,4,914.96,2,3,3,At Risk
14424,18,1,322.08,5,1,2,New Promising
14425,427,5,635.89,1,3,3,At Risk
14426,19,27,11103.97,4,5,5,Champions
14427,50,4,1263.52,4,3,4,Loyal Customers
14428,7,7,1209.37,5,4,4,Champions
14429,404,1,516.28,2,1,2,Lost
14430,512,5,956.4,1,3,3,At Risk
14431,299,5,2567.1,2,3,4,At Risk
14432,10,6,2248.5,5,4,4,Champions
14433,466,1,280.7,1,1,2,Lost
14434,22,6,1372.8,4,4,4,Champions
14435,502,1,90.42,1,1,1,Lost
14436,99,2,271.7,3,2,1,Others
14437,143,7,744.44,3,4,3,Loyal Customers
14438,306,1,131.9,2,1,1,Lost
14439,320,5,9443.04,2,3,5,At Risk
14440,8,15,5870.13,5,5,5,Champions
14441,1,19,4370.09,5,5,5,Champions
14442,2,12,5272.02,5,5,5,Champions
14443,54,8,2063.65,4,4,4,Champions
14444,456,1,120.44,1,1,1,Lost
14445,456,1,221.65,1,1,1,Lost
14446,1,5,1200.28,5,3,4,Loyal Customers
14447,19,6,1711.73,4,4,4,Champions
14448,9,2,375.35,5,2,2,New Promising
14449,19,8,2230.96,4,4,4,Champions
14450,181,7,1128.44,3,4,3,Loyal Customers
14451,60,18,3215.5,3,5,5,Loyal Customers
14452,11,4,658.95,5,3,3,Loyal Customers
14453,190,1,119.93,2,1,1,Lost
14454,376,6,970.7,2,4,3,At Risk
14455,432,5,584.37,1,3,2,At Risk
14456,5,14,3002.51,5,5,5,Champions
14457,311,1,113.64,2,1,1,Lost
14458,381,1,228.07,2,1,1,Lost
14459,155,3,5339.14,3,3,5,Loyal Customers
14460,110,12,919.6,3,5,3,Loyal Customers
14461,148,14,6661.01,3,5,5,Loyal Customers
14462,64,16,2204.69,3,5,4,Loyal Customers
14463,98,4,786.57,3,3,3,Loyal Customers
14464,568,2,111.0,1,2,1,Lost
14465,247,11,3925.85,2,5,5,At Risk
14466,29,13,4267.15,4,5,5,Champions
14467,18,12,2203.24,5,5,4,Champions
14468,734,1,204.24,1,1,1,Lost
14469,416,4,2093.46,1,3,4,At Risk
14470,12,3,712.04,5,3,3,Loyal Customers
14471,591,2,400.95,1,2,2,Lost
14472,104,9,2118.72,3,4,4,Loyal Customers
14473,74,2,234.34,3,2,1,Others
14474,43,3,1248.94,4,3,4,Loyal Customers
14475,72,7,1025.12,3,4,3,Loyal Customers
14476,257,1,193.0,2,1,1,Lost
14477,20,10,1960.61,4,4,4,Champions
14478,382,4,1276.66,2,3,4,At Risk
14479,254,4,1124.71,2,3,3,At Risk
14480,11,5,1295.27,5,3,4,Loyal Customers
14481,165,6,1908.52,3,4,4,Loyal Customers
14482,18,14,4141.06,5,5,5,Champions
14483,150,3,249.2,3,3,1,Others
14484,50,4,1070.98,4,3,3,Loyal Customers
14485,39,1,162.8,4,1,1,New Promising
14486,512,2,175.5,1,2,1,Lost
14487,27,8,1253.52,4,4,4,Champions
14488,51,2,1047.43,4,2,3,New Promising
14489,207,4,1574.93,2,3,4,At Risk
14490,406,2,1273.47,2,2,4,Cannot Lose Them
14491,175,2,340.93,3,2,2,Others
14492,430,10,1574.36,1,4,4,At Risk
14493,7,14,4993.76,5,5,5,Champions
14494,26,3,401.46,4,3,2,Others
14495,51,4,166.3,4,3,1,Others
14496,312,10,2341.54,2,4,4,At Risk
14497,301,3,679.16,2,3,3,At Risk
14498,43,10,3900.83,4,4,5,Champions
14499,26,10,2083.44,4,4,4,Champions
14500,88,3,356.85,3,3,2,Others
14501,64,3,190.31,3,3,1,Others
14502,20,14,2310.18,4,5,4,Champions
14503,3,6,3543.26,5,4,5,Champions
14504,47,4,673.26,4,3,3,Loyal Customers
